datetime,temperature,humidity
2023-01-11 21:00:00,4.11,61.76
2023-01-11 22:00:00,4.87,62.64
2023-01-11 23:00:00,3.84,56.28
2023-01-12 00:00:00,4.9,51.25
2023-01-12 01:00:00,5.16,54.06
2023-01-12 02:00:00,7.49,47.18
2023-01-12 03:00:00,6.75,44.49
2023-01-12 04:00:00,7.91,44.02
2023-01-12 05:00:00,11.81,41.32
2023-01-12 06:00:00,12.71,40.22
2023-01-12 07:00:00,11.64,41.72
2023-01-12 08:00:00,13.3,44.1
2023-01-12 09:00:00,15.47,42.13
2023-01-12 10:00:00,14.93,43.58
2023-01-12 11:00:00,14.47,51.92
2023-01-12 12:00:00,12.02,48.11
2023-01-12 13:00:00,14.3,51.13
2023-01-12 14:00:00,10.94,62.44
2023-01-12 15:00:00,11.72,60.97
2023-01-12 16:00:00,9.96,59.34
2023-01-12 17:00:00,9.23,62.97
2023-01-12 18:00:00,6.91,56.41
2023-01-12 19:00:00,5.35,61.96
2023-01-12 20:00:00,4.76,63.67
2023-01-12 21:00:00,3.58,63.19
2023-01-12 22:00:00,4.13,63.81
2023-01-12 23:00:00,4.4,58.99
2023-01-13 00:00:00,5.59,58.17
2023-01-13 01:00:00,5.87,51.42
2023-01-13 02:00:00,6.55,45.13
2023-01-13 03:00:00,8.93,42.49
2023-01-13 04:00:00,9.72,45.06
2023-01-13 05:00:00,9.45,46.98
2023-01-13 06:00:00,12.08,38.83
2023-01-13 07:00:00,13.34,36.44
2023-01-13 08:00:00,13.48,39.8
2023-01-13 09:00:00,15.22,42.14
2023-01-13 10:00:00,14.62,41.92
2023-01-13 11:00:00,13.04,47.93
2023-01-13 12:00:00,14.51,50.83
2023-01-13 13:00:00,12.48,48.51
2023-01-13 14:00:00,12.23,55.13
2023-01-13 15:00:00,11.19,60.55
2023-01-13 16:00:00,10.77,63.34
2023-01-13 17:00:00,8.48,61.81
2023-01-13 18:00:00,7.42,63.93
2023-01-13 19:00:00,6.59,63.83
2023-01-13 20:00:00,5.74,59.77
2023-01-13 21:00:00,4.2,62.29
2023-01-13 22:00:00,4.75,62.56
2023-01-13 23:00:00,5.26,55.56
2023-01-14 00:00:00,5.41,52.37
2023-01-14 01:00:00,7.42,53.73
2023-01-14 02:00:00,5.95,49.06
2023-01-14 03:00:00,7.72,47.43
2023-01-14 04:00:00,10.19,43.19
2023-01-14 05:00:00,10.63,42.9
2023-01-14 06:00:00,12.14,37.01
2023-01-14 07:00:00,13.99,37.44
2023-01-14 08:00:00,14.36,37.7
2023-01-14 09:00:00,15.39,41.14
2023-01-14 10:00:00,14.68,46.98
2023-01-14 11:00:00,14.16,49.49
2023-01-14 12:00:00,13.05,54.11
2023-01-14 13:00:00,13.82,58.43
2023-01-14 14:00:00,14.41,56.66
2023-01-14 15:00:00,10.57,54.98
2023-01-14 16:00:00,9.67,64.06
2023-01-14 17:00:00,7.57,57.69
2023-01-14 18:00:00,8.27,64.69
2023-01-14 19:00:00,5.94,69.11
2023-01-14 20:00:00,4.0,65.92
2023-01-14 21:00:00,5.15,67.54
2023-01-14 22:00:00,4.37,59.75
2023-01-14 23:00:00,4.88,59.94
2023-01-15 00:00:00,3.88,56.22
2023-01-15 01:00:00,6.72,54.79
2023-01-15 02:00:00,8.65,49.98
2023-01-15 03:00:00,7.73,47.5
2023-01-15 04:00:00,9.54,44.49
2023-01-15 05:00:00,11.77,46.72
2023-01-15 06:00:00,11.81,38.22
2023-01-15 07:00:00,13.58,31.77
2023-01-15 08:00:00,14.7,36.92
2023-01-15 09:00:00,14.41,39.48
2023-01-15 10:00:00,16.26,40.89
2023-01-15 11:00:00,14.06,47.92
2023-01-15 12:00:00,13.77,51.91
2023-01-15 13:00:00,13.03,54.72
2023-01-15 14:00:00,11.93,57.8
2023-01-15 15:00:00,11.94,55.17
2023-01-15 16:00:00,8.62,67.19
2023-01-15 17:00:00,8.84,62.66
2023-01-15 18:00:00,7.47,71.03
2023-01-15 19:00:00,6.21,62.45
2023-01-15 20:00:00,5.3,60.14
2023-01-15 21:00:00,4.29,63.55
2023-01-15 22:00:00,5.42,60.56
2023-01-15 23:00:00,2.76,59.2
2023-01-16 00:00:00,7.22,52.97
2023-01-16 01:00:00,5.31,51.76
2023-01-16 02:00:00,6.94,48.97
2023-01-16 03:00:00,9.81,40.86
2023-01-16 04:00:00,9.93,42.69
2023-01-16 05:00:00,12.15,42.3
2023-01-16 06:00:00,13.47,42.05
2023-01-16 07:00:00,13.23,43.51
2023-01-16 08:00:00,13.47,44.94
2023-01-16 09:00:00,16.45,44.67
2023-01-16 10:00:00,15.94,44.4
2023-01-16 11:00:00,14.8,52.39
2023-01-16 12:00:00,14.05,51.03
2023-01-16 13:00:00,13.29,54.49
2023-01-16 14:00:00,13.05,56.45
2023-01-16 15:00:00,10.41,56.24
2023-01-16 16:00:00,10.29,57.32
2023-01-16 17:00:00,8.1,60.22
2023-01-16 18:00:00,8.75,58.44
2023-01-16 19:00:00,5.19,61.07
2023-01-16 20:00:00,6.32,60.86
2023-01-16 21:00:00,4.35,63.06
2023-01-16 22:00:00,4.43,60.08
2023-01-16 23:00:00,4.43,60.29
2023-01-17 00:00:00,6.79,53.74
2023-01-17 01:00:00,6.72,53.52
2023-01-17 02:00:00,7.08,55.52
2023-01-17 03:00:00,8.66,46.49
2023-01-17 04:00:00,8.85,46.09
2023-01-17 05:00:00,12.25,39.26
2023-01-17 06:00:00,12.73,40.28
2023-01-17 07:00:00,15.52,39.98
2023-01-17 08:00:00,14.96,39.64
2023-01-17 09:00:00,15.3,44.3
2023-01-17 10:00:00,15.75,45.1
2023-01-17 11:00:00,16.9,44.82
2023-01-17 12:00:00,13.94,48.96
2023-01-17 13:00:00,14.41,51.49
2023-01-17 14:00:00,12.95,54.4
2023-01-17 15:00:00,11.38,58.09
2023-01-17 16:00:00,10.3,59.85
2023-01-17 17:00:00,8.57,62.26
2023-01-17 18:00:00,10.25,62.84
2023-01-17 19:00:00,6.58,66.17
2023-01-17 20:00:00,4.61,60.73
2023-01-17 21:00:00,5.19,67.41
2023-01-17 22:00:00,3.16,63.29
2023-01-17 23:00:00,4.37,55.6
2023-01-18 00:00:00,6.39,50.75
2023-01-18 01:00:00,5.84,52.0
2023-01-18 02:00:00,8.08,40.72
2023-01-18 03:00:00,10.19,40.65
2023-01-18 04:00:00,9.99,44.57
2023-01-18 05:00:00,12.53,40.97
2023-01-18 06:00:00,14.24,39.4
2023-01-18 07:00:00,13.38,46.29
2023-01-18 08:00:00,15.84,40.27
2023-01-18 09:00:00,16.61,38.21
2023-01-18 10:00:00,14.89,48.18
2023-01-18 11:00:00,15.8,46.57
2023-01-18 12:00:00,14.25,50.98
2023-01-18 13:00:00,13.86,49.84
2023-01-18 14:00:00,12.45,56.99
2023-01-18 15:00:00,12.88,57.43
2023-01-18 16:00:00,9.25,65.29
2023-01-18 17:00:00,9.27,62.61
2023-01-18 18:00:00,8.97,64.03
2023-01-18 19:00:00,6.3,61.74
2023-01-18 20:00:00,6.32,58.94
2023-01-18 21:00:00,6.57,64.61
2023-01-18 22:00:00,6.38,56.99
2023-01-18 23:00:00,6.01,58.89
2023-01-19 00:00:00,5.59,53.81
2023-01-19 01:00:00,6.58,57.42
2023-01-19 02:00:00,8.73,48.44
2023-01-19 03:00:00,9.37,44.89
2023-01-19 04:00:00,11.01,41.13
2023-01-19 05:00:00,11.1,47.07
2023-01-19 06:00:00,13.0,47.28
2023-01-19 07:00:00,13.77,39.73
2023-01-19 08:00:00,15.67,43.24
2023-01-19 09:00:00,14.83,43.27
2023-01-19 10:00:00,15.89,44.83
2023-01-19 11:00:00,14.3,42.52
2023-01-19 12:00:00,14.87,51.16
2023-01-19 13:00:00,15.55,53.96
2023-01-19 14:00:00,13.58,54.33
2023-01-19 15:00:00,11.9,57.47
2023-01-19 16:00:00,10.39,57.97
2023-01-19 17:00:00,8.6,65.37
2023-01-19 18:00:00,7.5,65.27
2023-01-19 19:00:00,6.14,60.6
2023-01-19 20:00:00,6.9,67.04
2023-01-19 21:00:00,5.32,60.53
2023-01-19 22:00:00,7.23,54.74
2023-01-19 23:00:00,2.73,57.59
2023-01-20 00:00:00,4.98,56.1
2023-01-20 01:00:00,7.97,48.87
2023-01-20 02:00:00,7.55,43.98
2023-01-20 03:00:00,9.23,50.26
2023-01-20 04:00:00,11.24,44.63
2023-01-20 05:00:00,13.57,38.03
2023-01-20 06:00:00,12.79,41.83
2023-01-20 07:00:00,14.89,39.11
2023-01-20 08:00:00,15.65,41.83
2023-01-20 09:00:00,16.01,40.68
2023-01-20 10:00:00,15.97,44.11
2023-01-20 11:00:00,15.26,48.54
2023-01-20 12:00:00,14.65,50.44
2023-01-20 13:00:00,13.93,49.36
2023-01-20 14:00:00,12.89,53.38
2023-01-20 15:00:00,11.41,59.4
2023-01-20 16:00:00,9.59,65.66
2023-01-20 17:00:00,9.99,61.1
2023-01-20 18:00:00,6.92,65.39
2023-01-20 19:00:00,7.34,62.67
2023-01-20 20:00:00,6.2,60.98
2023-01-20 21:00:00,5.14,56.19
2023-01-20 22:00:00,4.83,63.64
2023-01-20 23:00:00,6.13,54.61
2023-01-21 00:00:00,6.67,59.02
2023-01-21 01:00:00,7.53,54.25
2023-01-21 02:00:00,7.69,46.6
2023-01-21 03:00:00,8.62,49.13
2023-01-21 04:00:00,10.47,40.37
2023-01-21 05:00:00,12.74,41.35
2023-01-21 06:00:00,13.2,43.5
2023-01-21 07:00:00,15.14,41.1
2023-01-21 08:00:00,15.88,39.92
2023-01-21 09:00:00,17.35,42.6
2023-01-21 10:00:00,16.25,34.69
2023-01-21 11:00:00,16.29,46.96
2023-01-21 12:00:00,15.14,50.84
2023-01-21 13:00:00,13.55,57.14
2023-01-21 14:00:00,13.61,54.69
2023-01-21 15:00:00,11.51,62.69
2023-01-21 16:00:00,10.31,55.92
2023-01-21 17:00:00,9.9,65.05
2023-01-21 18:00:00,8.33,62.82
2023-01-21 19:00:00,6.9,62.9
2023-01-21 20:00:00,5.9,65.26
2023-01-21 21:00:00,6.56,57.03
2023-01-21 22:00:00,6.25,61.34
2023-01-21 23:00:00,7.06,62.68
2023-01-22 00:00:00,6.35,53.83
2023-01-22 01:00:00,6.25,51.66
2023-01-22 02:00:00,9.41,49.91
2023-01-22 03:00:00,9.04,49.16
2023-01-22 04:00:00,10.58,41.76
2023-01-22 05:00:00,11.98,40.66
2023-01-22 06:00:00,13.53,42.14
2023-01-22 07:00:00,13.37,43.25
2023-01-22 08:00:00,14.58,47.52
2023-01-22 09:00:00,17.17,46.2
2023-01-22 10:00:00,15.95,48.86
2023-01-22 11:00:00,15.2,43.11
2023-01-22 12:00:00,15.36,45.64
2023-01-22 13:00:00,14.18,52.07
2023-01-22 14:00:00,14.27,58.31
2023-01-22 15:00:00,12.07,59.8
2023-01-22 16:00:00,11.75,61.48
2023-01-22 17:00:00,8.63,63.36
2023-01-22 18:00:00,9.28,58.95
2023-01-22 19:00:00,7.36,65.2
2023-01-22 20:00:00,7.16,63.61
2023-01-22 21:00:00,5.44,58.11
2023-01-22 22:00:00,5.89,55.47
2023-01-22 23:00:00,5.75,56.6
2023-01-23 00:00:00,8.31,54.06
2023-01-23 01:00:00,7.59,52.26
2023-01-23 02:00:00,8.29,51.81
2023-01-23 03:00:00,8.82,46.81
2023-01-23 04:00:00,11.04,38.02
2023-01-23 05:00:00,11.34,35.38
2023-01-23 06:00:00,13.39,40.14
2023-01-23 07:00:00,13.87,43.0
2023-01-23 08:00:00,15.3,44.22
2023-01-23 09:00:00,16.62,49.15
2023-01-23 10:00:00,15.05,46.65
2023-01-23 11:00:00,17.42,47.62
2023-01-23 12:00:00,15.81,53.48
2023-01-23 13:00:00,14.62,52.22
2023-01-23 14:00:00,13.94,52.15
2023-01-23 15:00:00,11.98,54.19
2023-01-23 16:00:00,11.63,62.62
2023-01-23 17:00:00,8.73,63.17
2023-01-23 18:00:00,8.09,63.67
2023-01-23 19:00:00,8.75,66.91
2023-01-23 20:00:00,6.93,60.84
2023-01-23 21:00:00,7.25,64.41
2023-01-23 22:00:00,5.36,61.2
2023-01-23 23:00:00,4.85,61.63
2023-01-24 00:00:00,7.29,53.98
2023-01-24 01:00:00,6.63,54.8
2023-01-24 02:00:00,8.19,51.21
2023-01-24 03:00:00,10.03,43.21
2023-01-24 04:00:00,11.33,38.02
2023-01-24 05:00:00,12.99,46.2
2023-01-24 06:00:00,13.26,38.15
2023-01-24 07:00:00,14.93,38.84
2023-01-24 08:00:00,16.0,42.16
2023-01-24 09:00:00,16.11,38.81
2023-01-24 10:00:00,16.52,46.93
2023-01-24 11:00:00,15.81,44.59
2023-01-24 12:00:00,15.15,47.77
2023-01-24 13:00:00,15.41,53.53
2023-01-24 14:00:00,14.35,52.93
2023-01-24 15:00:00,12.03,59.55
2023-01-24 16:00:00,10.21,60.72
2023-01-24 17:00:00,9.13,65.81
2023-01-24 18:00:00,7.8,59.66
2023-01-24 19:00:00,8.61,64.64
2023-01-24 20:00:00,6.28,60.56
2023-01-24 21:00:00,7.7,57.84
2023-01-24 22:00:00,4.97,58.25
2023-01-24 23:00:00,6.69,57.61
2023-01-25 00:00:00,6.14,49.45
2023-01-25 01:00:00,8.21,51.82
2023-01-25 02:00:00,7.23,52.62
2023-01-25 03:00:00,10.15,47.95
2023-01-25 04:00:00,11.86,40.91
2023-01-25 05:00:00,13.51,48.73
2023-01-25 06:00:00,14.85,44.73
2023-01-25 07:00:00,16.09,38.74
2023-01-25 08:00:00,16.29,40.26
2023-01-25 09:00:00,16.19,46.55
2023-01-25 10:00:00,16.58,41.95
2023-01-25 11:00:00,16.14,47.74
2023-01-25 12:00:00,15.2,49.3
2023-01-25 13:00:00,15.4,52.89
2023-01-25 14:00:00,13.96,55.96
2023-01-25 15:00:00,13.51,57.57
2023-01-25 16:00:00,11.98,56.75
2023-01-25 17:00:00,10.04,58.15
2023-01-25 18:00:00,10.3,62.52
2023-01-25 19:00:00,8.39,61.7
2023-01-25 20:00:00,6.6,65.14
2023-01-25 21:00:00,5.91,58.63
2023-01-25 22:00:00,4.46,58.5
2023-01-25 23:00:00,6.16,54.17
2023-01-26 00:00:00,7.56,52.87
2023-01-26 01:00:00,7.27,48.82
2023-01-26 02:00:00,10.0,43.45
2023-01-26 03:00:00,9.7,48.1
2023-01-26 04:00:00,10.96,40.4
2023-01-26 05:00:00,14.41,39.62
2023-01-26 06:00:00,12.69,43.06
2023-01-26 07:00:00,14.57,31.89
2023-01-26 08:00:00,16.26,41.69
2023-01-26 09:00:00,16.46,38.5
2023-01-26 10:00:00,16.54,40.73
2023-01-26 11:00:00,18.08,41.35
2023-01-26 12:00:00,16.7,49.03
2023-01-26 13:00:00,15.54,51.53
2023-01-26 14:00:00,14.03,55.68
2023-01-26 15:00:00,12.19,56.17
2023-01-26 16:00:00,11.86,61.69
2023-01-26 17:00:00,10.82,61.22
2023-01-26 18:00:00,9.65,58.56
2023-01-26 19:00:00,9.81,62.72
2023-01-26 20:00:00,6.62,63.23
2023-01-26 21:00:00,6.74,59.99
2023-01-26 22:00:00,6.37,56.51
2023-01-26 23:00:00,7.16,53.12
2023-01-27 00:00:00,8.67,49.05
2023-01-27 01:00:00,9.01,52.43
2023-01-27 02:00:00,9.01,49.31
2023-01-27 03:00:00,9.54,43.67
2023-01-27 04:00:00,10.76,42.41
2023-01-27 05:00:00,12.7,39.95
2023-01-27 06:00:00,15.1,40.92
2023-01-27 07:00:00,16.53,43.44
2023-01-27 08:00:00,17.85,39.52
2023-01-27 09:00:00,16.21,38.87
2023-01-27 10:00:00,17.37,41.0
2023-01-27 11:00:00,16.93,48.47
2023-01-27 12:00:00,15.5,50.79
2023-01-27 13:00:00,14.42,57.02
2023-01-27 14:00:00,14.58,55.27
2023-01-27 15:00:00,12.41,54.33
2023-01-27 16:00:00,12.16,63.63
2023-01-27 17:00:00,10.33,56.99
2023-01-27 18:00:00,8.84,63.97
2023-01-27 19:00:00,9.07,62.48
2023-01-27 20:00:00,7.19,61.28
2023-01-27 21:00:00,7.82,60.31
2023-01-27 22:00:00,8.67,56.62
2023-01-27 23:00:00,7.44,61.41
2023-01-28 00:00:00,7.35,57.37
2023-01-28 01:00:00,7.88,42.56
2023-01-28 02:00:00,9.38,45.09
2023-01-28 03:00:00,11.33,42.77
2023-01-28 04:00:00,10.61,44.26
2023-01-28 05:00:00,14.29,44.26
2023-01-28 06:00:00,15.1,39.45
2023-01-28 07:00:00,15.35,36.16
2023-01-28 08:00:00,16.06,37.49
2023-01-28 09:00:00,16.18,37.71
2023-01-28 10:00:00,16.9,46.71
2023-01-28 11:00:00,16.46,43.59
2023-01-28 12:00:00,16.02,50.46
2023-01-28 13:00:00,15.05,48.84
2023-01-28 14:00:00,13.3,57.92
2023-01-28 15:00:00,13.58,57.16
2023-01-28 16:00:00,12.08,58.35
